Box size: max: 28.496098 min: 3.5039283 in Ang
Timestep: 0.5
T: 673
Chunk 1 of size 2ps
Start time: 2.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Conductivity
2698      1.349          1.4370085179536411e-05    0.017142644412074613    10.111722257783116
2700      1.35          1.3844127416696878e-05    0.017156751518372728    10.120043444253453
2702      1.351          1.3305957372233762e-05    0.017170326560767193    10.128050788688233
2704      1.352          1.2758006991684916e-05    0.017183358542949154    10.135737804829077
2706      1.353          1.2203191902209946e-05    0.0171958391423961    10.143099583571292
2708      1.354          1.1644827277716851e-05    0.017207763151986064    10.15013305345345
2710      1.355          1.1086395634018465e-05    0.01721912876344193    10.156837147849217
2712      1.356          1.0531439662270268e-05    0.017229937681090077    10.163212872068774
2714      1.357          9.983560707114849e-06    0.01724019518127477    10.16926333840486
2716      1.358          9.446333151509244e-06    0.01724991012820408    10.174993775479615
2718      1.359          8.922779805666236e-06    0.017259094684682667    10.18041135761805
2720      1.36          8.414482900704446e-06    0.017267763316035852    10.185524617304914
2722      1.361          7.921126891505262e-06    0.017275931120931957    10.190342460607258
2724      1.362          7.441025247168502e-06    0.017283612197001294    10.194873203122066
2726      1.363          6.972057243907412e-06    0.01729081873824683    10.199124037576919
2728      1.364          6.512254946262783e-06    0.017297560894341917    10.203100950835653
2730      1.365          6.0599392036745646e-06    0.017303846991416887    10.206808854131062
2732      1.366          5.613700211084607e-06    0.017309683811124264    10.210251747673682
2734      1.367          5.172398802913244e-06    0.017315076860631263    10.213432879908964
2736      1.368          4.7352669128083935e-06    0.017320030693489124    10.216354936784558
2738      1.369          4.301946801848051e-06    0.017324549300346454    10.219020272215612
2740      1.37          3.872685013420992e-06    0.017328636616254087    10.22143120732249
2742      1.371          3.44863886400542e-06    0.017332297278192802    10.223590477264404
2744      1.372          3.0320430092804907e-06    0.017335537619129444    10.225501817591148
2746      1.373          2.6256148270464348e-06    0.017338366448047607    10.227170424350273
2748      1.374          2.2313127854534585e-06    0.017340794911853856    10.22860287263139
2750      1.375          1.8498400086831112e-06    0.017342835488250927    10.229806522504592
2752      1.376          1.4814283305607163e-06    0.01734450112242055    10.230789009786104
2754      1.377          1.126762475151102e-06    0.017345805217823404    10.231558240611541
2756      1.378          7.86814287471e-07    0.017346762006204716    10.232122609686625
2758      1.379          4.6211662578632715e-07    0.017347386471661345    10.232490955497529
2760      1.38          1.5235994042667473e-07    0.01734769370994445    10.232672182390594
2762      1.381          -1.436010293448738e-07    0.017347698089399993    10.232674765646538
2764      1.382          -4.2756684650630304e-07    0.017347412505462068    10.232506311737552
2766      1.383          -7.017611862519283e-07    0.01734684784144569    10.232173240271718
2768      1.384          -9.685054731507007e-07    0.017346012708115987    10.231680630375884
2770      1.385          -1.2297949192404103e-06    0.01734491355791979    10.23103228807604
2772      1.386          -1.486862420891037e-06    0.017343555229249727    10.230231067335746
2774      1.387          -1.739987240589026e-06    0.017341941804418986    10.229279376139212
2776      1.388          -1.988858210415075e-06    0.017340077381693485    10.228179631880495
2778      1.389          -2.232978075880188e-06    0.017337966463550333    10.226934490380774
2780      1.39          -2.471457685191267e-06    0.0173356142456698    10.225547016352497
2782      1.391          -2.702542281032554e-06    0.017333027245686687    10.224021054273292
2784      1.392          -2.9235946897050236e-06    0.01733021417720132    10.222361743928143
2786      1.393          -3.131492467996491e-06    0.01732718663362247    10.220575923779467
2788      1.394          -3.323018863561198e-06    0.017323959377956687    10.218672301901604
2790      1.395          -3.4951695292595744e-06    0.017320550283760276    10.216661421150881
2792      1.396          -3.6454546311532612e-06    0.017316979971680073    10.214555444776362
2794      1.397          -3.7721756758103852e-06    0.01731327115652659    10.212367771285853
2796      1.398          -3.874771045261779e-06    0.017309447683166054    10.210112465759332
2798      1.399          -3.953801486840021e-06    0.017305533396900004    10.207803593533535
2800      1.4          -4.010454781920411e-06    0.017301551268765623    10.20545470425357
2802      1.401          -4.045811479976915e-06    0.017297523135634672    10.203078678568243
2804      1.402          -4.06034237624485e-06    0.017293470058706562    10.200687939589978
2806      1.403          -4.054066834747219e-06    0.017289412854101065    10.198294765869072
2808      1.404          -4.026974641215968e-06    0.017285372333363087    10.195911433257304
2810      1.405          -3.979113349807507e-06    0.017281369289367573    10.193550206593825
2812      1.406          -3.910502461037047e-06    0.01727742448146215    10.191223330941442
2814      1.407          -3.821422741935136e-06    0.017273558518860664    10.188942962805376
2816      1.408          -3.7127112881769413e-06    0.017269791451845613    10.186720929000847
2818      1.409          -3.585661575038298e-06    0.017266142265414005    10.184568427976133
2820      1.41          -3.4416719133453282e-06    0.017262628598669814    10.18249586429403
2822      1.411          -3.2817934578906305e-06    0.017259266865984196    10.180512920099146
2824      1.412          -3.1064879524911713e-06    0.017256072725279004    10.17862883133858
2826      1.413          -2.915778254860482e-06    0.01725306159217533    10.176852691036439
2828      1.414          -2.7096316154604267e-06    0.017250248887240166    10.175193595134207
2830      1.415          -2.488341418416793e-06    0.01724764990072323    10.173660562704715
2832      1.416          -2.2525759542734888e-06    0.017245279442036885    10.172262329195128
2834      1.417          -2.0031266893156384e-06    0.01724315159071509    10.171007199528162
2836      1.418          -1.7407159512595746e-06    0.0172412796693948    10.169903032164937
2838      1.419          -1.465937865849868e-06    0.017239676342486247    10.168957297306417
2840      1.42          -1.1793633516048974e-06    0.01723835369187752    10.168177121548345
2842      1.421          -8.814361121460838e-07    0.017237323292145643    10.167569332245087
2844      1.422          -5.72165671355217e-07    0.017236596491253895    10.16714062308112
2846      1.423          -2.5100017575517446e-07    0.01723618490833034    10.166897847689587
2848      1.424          8.27788094507255e-08    0.017236100797647185    10.166848234348347
2850      1.425          4.2962967326094215e-07    0.017236357001888542    10.1669993584146
2852      1.426          7.895419939694646e-07    0.017236966587722155    10.167358927364035
2854      1.427          1.1618827715845456e-06    0.017237942300104933    10.167934458908698
2856      1.428          1.5453115931389215e-06    0.017239295897287295    10.168732888744142
2858      1.429          1.938071445579682e-06    0.017241037588806653    10.169760239045479
2860      1.43          2.338501030590819e-06    0.017243175875044738    10.171021523829051
2862      1.431          2.7454687882929125e-06    0.01724571785995418    10.172520933416623
2864      1.432          3.1584548382194055e-06    0.017248669821767437    10.174262171072476
2866      1.433          3.5773263146483605e-06    0.017252037712343873    10.176248747547197
2868      1.434          4.00193610733125e-06    0.01725582734355486    10.178484091018356
2870      1.435          4.431763260568689e-06    0.01726004419323881    10.180971432631583
2872      1.436          4.865781521387736e-06    0.01726469296562979    10.183713547215968
2874      1.437          5.302551188084783e-06    0.017269777131984524    10.186712482319306
2876      1.438          5.7405462537911e-06    0.017275298680705462    10.189969410816268
2878      1.439          6.178545651688856e-06    0.017281258226658203    10.193484695390108
2880      1.44          6.615861457023469e-06    0.01728765543021256    10.19725813570732
2882      1.441          7.052308077532245e-06    0.017294489514979836    10.201289273808989
2884      1.442          7.48797613580622e-06    0.017301759657086507    10.205577623726896
2886      1.443          7.923053511182544e-06    0.01730946517191    10.210122781631094
2888      1.444          8.357699008816958e-06    0.01731760554817    10.214924445938905
2890      1.445          8.791940247166143e-06    0.01732618036779799    10.219982370049363
2892      1.446          9.225748746643002e-06    0.017335189212294898    10.225296307107529
2894      1.447          9.659119951986154e-06    0.01734463164664421    10.230866000515528
